file,meeting_title,start_time,bucket,label,description,num_evidence,evidence_quotes,cross_bucket_flag,admin_noise_flag,canonical,generic_flag,llm_contamination,evidence_support,label_accuracy,issue,off_topic,quality_score
ab25c025-3c1d-4127-8784-51d4c905ea23.json,Stone Peak Manufacturing + Voxel Reconnect,2022-01-06T18:00:00Z,safety_use_cases,No-pedestrian zones and obstruction control,Enforce no-pedestrian zones and identify obstructions left in restricted areas to reduce area-based hazards.,3,So no PED zone. | Obstructions. | Should something not be left somewhere for any amount of time?,True,False,No-pedestrian zones and obstruction control,False,False,4,4,,False,4.0
ab25c025-3c1d-4127-8784-51d4c905ea23.json,Stone Peak Manufacturing + Voxel Reconnect,2022-01-06T18:00:00Z,safety_use_cases,Enterprise safety analytics and summary view,"Provide enterprise-wide visibility into how often, when, and where safety risks occur across facilities via a summary view to target interventions.",3,"what we're pulling to the forefront for you guys is that enterprise visibility into how often, when, and where those things are happening. | for someone like you that oversees multiple facilities, as you go from one to many with Voxel, we have a summary view where all those sites feed into one, right? | And you have that common language of understanding that leading indicator of risk at any point in time.",True,False,Safety Analytics and Reporting,False,False,5,5,,False,5.0
ab25c025-3c1d-4127-8784-51d4c905ea23.json,Stone Peak Manufacturing + Voxel Reconnect,2022-01-06T18:00:00Z,nonsafety_use_cases,Enterprise safety analytics and summary view,"Provide enterprise-wide analytics on frequency, location, and timing of events via a summary view for cross-site visibility and decision-making.",3,"what we're pulling to the forefront for you guys is that enterprise visibility into how often, when, and where those things are happening. | for someone like you that oversees multiple facilities, as you go from one to many with Voxel, we have a summary view where all those sites feed into one, right? | And you have that common language of understanding that leading indicator of risk at any point in time.",True,False,Safety Analytics and Reporting,False,False,5,2,"Strong evidence support, but bucketed as 'nonsafety_use_cases' when the content explicitly describes tracking 'leading indicator of risk' which is safety-related analytics.",False,3.5
ab25c025-3c1d-4127-8784-51d4c905ea23.json,Stone Peak Manufacturing + Voxel Reconnect,2022-01-06T18:00:00Z,nonsafety_use_cases,Use historical data to support internal review,Use historical performance data to support an internal business case without getting into detailed financial assumptions.,3,"A lot of what we do is help customers have that internal conversation when spending is under more scrutiny. | We can use historical safety performance to show the likely impact without getting overly specific. | If you have multi-year facility data, we can use that to put something together for internal review.",True,False,Historical Data Review,False,False,5,3,Label should specify 'business case' or 'ROI justification' rather than generic 'internal review'; bucket may be incorrect as safety performance data is mentioned,False,4.0
684871c9-1839-49d4-bbde-6a752de7cf25.json,Prime Signal Materials / Voxel Sync ,2022-06-23T14:00:00Z,safety_use_cases,PIT/pedestrian interaction monitoring and reduction,"Use Voxel to identify and drive down high-risk forklift (hi-lo) and pedestrian interactions, and share learnings across sites.",3,"Yeah, so I think originally in Milltown Site, we were focused on high-loan pedestrian interaction, which this has been an awesome tool for us to really drive, to highlight it and drive those high-risk areas out. | Since I'm the Director of Ops for our fiber business unit, I've shared quite a bit of the high-low pedestrian interaction stuff that Milltown Site has done to the other sites. | And it's been very helpful at those other sites to reduce their high-low pedestrian interaction.",True,False,PIT-Pedestrian Proximity Monitoring,False,False,5,4,"Label says 'PIT/pedestrian interaction' but evidence only mentions 'high-low' (forklift) pedestrian interactions, not PITs specifically",False,4.5
684871c9-1839-49d4-bbde-6a752de7cf25.json,Prime Signal Materials / Voxel Sync ,2022-06-23T14:00:00Z,safety_use_cases,Ergonomics monitoring in molding cells,"Detect and analyze ergonomic risks (e.g., overreaching, improper bends) within molding cells, using new camera views and data to guide mitigation.",4,Now we're shifting our focus to ergonomic type stuff. | So we tweaked one of our cameras last week and we're starting to get data inside of a molding cell. | To see what type of ergonomic stuff we can pick up. | we had quite a few ergo issues in our Milltown Site facility last year.,True,False,Ergonomic Risk Detection,False,False,5,5,,False,5.0
684871c9-1839-49d4-bbde-6a752de7cf25.json,Prime Signal Materials / Voxel Sync ,2022-06-23T14:00:00Z,safety_use_cases,Working at heights detection (potential enable),Consider enabling Voxel’s working-at-heights detection to address additional safety risks not currently monitored.,2,"And keep me honest here, Kendall, we have not enabled working at heights at Prime Signal Materials yet, have we? | Correct. We do not have that live today. That's a newer use case, Blake, that we did not have when we first engaged with you all.",True,False,Working at Heights Detection,False,False,5,5,,False,5.0
684871c9-1839-49d4-bbde-6a752de7cf25.json,Prime Signal Materials / Voxel Sync ,2022-06-23T14:00:00Z,safety_use_cases,Safety monitoring for non-routine/PM tasks on fiber lines,"Address injuries occurring during non-routine or PM tasks on large fiber lines, which may require expanded camera coverage to capture risks.",5,"Yeah, right now we're working on non-routine tasks or non-standard tasks. | We've had a few reported injuries this year on our fiber lines. | That were from a, yeah, just call it line or team tasks, like PM-type activity that happens once a week, once a month, once every other week. | I don't know that this platform necessarily helps us with that because I'd have to have eight to several cameras set up. My fiber lines are very big and long, and one camera's not going to capture everything. | I would need probably seven or eight on that line.",True,False,Safety monitoring for non-routine/PM tasks on fiber lines,False,False,5,5,,False,5.0
684871c9-1839-49d4-bbde-6a752de7cf25.json,Prime Signal Materials / Voxel Sync ,2022-06-23T14:00:00Z,safety_use_cases,Action management and coaching workflow for safety remediation,"Use the Create Action workflow to assign, track, and complete safety coaching with email notifications and due dates, and measure impact via reporting markers.",4,"If you click on Create Action, this opens an entire feedback loop that can be tracked from start to finish. | Yep, that does go to email. | But specifically here, if you create an action, they'll be listed here under Assigned Actions. | When an action is completed, we put what's called a marker automatically in your system.",True,False,Actions Workflow and Coaching,False,False,5,5,,False,5.0
684871c9-1839-49d4-bbde-6a752de7cf25.json,Prime Signal Materials / Voxel Sync ,2022-06-23T14:00:00Z,safety_use_cases,Heatmaps to pinpoint hazard hotspots,"Leverage heat maps to identify within-camera hotspots for incidents like overreaching, then review clips and target interventions.",4,"Second is our heat mapping tool. | Within a camera view, what are the hot spots where this is occurring within? | there is an open heat map icon for the last about a month that will appear. | the shaded colored areas are going to show which particular areas within this view are the hotspots for this activity.",True,False,Safety Heatmaps and Hotspot Analysis,False,False,5,4,,False,4.5
684871c9-1839-49d4-bbde-6a752de7cf25.json,Prime Signal Materials / Voxel Sync ,2022-06-23T14:00:00Z,nonsafety_use_cases,Executive reporting for expansion decision,Compile Voxel-derived data and metrics into a presentation for executives to decide on expansion to other facilities.,3,"And I'm putting a presentation together for our executive team. | To decide if we want to spread this to other plants or not. | we do have the opportunity to hold what's called a more regular business review with customers. And typically what I bring to those calls is a deck where I review a lot of progress, opportunity areas, reporting from the dashboard, feature enhancements, which I think you could really just repurpose and share internally",True,False,Executive Expansion Reporting,True,False,5,5,,False,5.0
684871c9-1839-49d4-bbde-6a752de7cf25.json,Prime Signal Materials / Voxel Sync ,2022-06-23T14:00:00Z,nonsafety_use_cases,Action management and coaching workflow,"Adopt the Actions feature to assign, track, and report on remediation tasks with notifications and due dates as part of operational cadence.",4,"If you click on Create Action, this opens an entire feedback loop that can be tracked from start to finish. | Yep, that does go to email. | But specifically here, if you create an action, they'll be listed here under Assigned Actions. | When an action is completed, we put what's called a marker automatically in your system.",True,False,Action Tracking and Accountability,False,False,5,4,,False,4.5
684871c9-1839-49d4-bbde-6a752de7cf25.json,Prime Signal Materials / Voxel Sync ,2022-06-23T14:00:00Z,nonsafety_use_cases,Heatmaps analytics to prioritize focus,Use the platform’s heat maps and incident sorting to focus operational efforts on the highest-activity areas within views.,3,"Second is our heat mapping tool. | Within a camera view, what are the hot spots where this is occurring within? | there is an open heat map icon for the last about a month that will appear.",True,False,Heatmap Analytics,False,False,5,4,,False,4.5
684871c9-1839-49d4-bbde-6a752de7cf25.json,Prime Signal Materials / Voxel Sync ,2022-06-23T14:00:00Z,nonsafety_use_cases,Noise reduction via selective use case scoping,"Configure cameras with only the highest-priority detections (e.g., ergo only) and sort by severity to reduce alert noise across many cameras.",4,"And so my concern is that I start setting up all these cameras all over the place, then I get all this pinging and activity, and it's, how do you sort? What you need to go work on and prioritize it and all that little of stuff. | we have customers that do this. Kendall and I have a customer that has multiple cameras, only one use case on those cameras. It's no stops for pits because that's their biggest problem and that's their biggest risk. | So to keep the noise down, there's absolutely the opportunity to address just ergonomics on those if that's where the reported injuries are happening. | And then you can do a sort on only high severity, especially in proper bends and overreaches ergonomics.",True,False,Alert Volume Management,False,False,5,4,,False,4.5
5acbb9d9-77b9-4adb-bcd4-520dcb71a740.json,Trail Lift Works + Voxel - Deployment,2024-09-14T15:00:00Z,safety_use_cases,Forklift stop compliance at doors/intersections,Detect when PIT operators fail to make required full stops at roll-up doors or intersections to prevent collisions and near-misses.,2,"Are they stopping and starting where they're supposed to stop and start? Designated to stop and start? | We'll stop at the roll-up door before proceeding. This operator doesn't stop at all, right? They actually hit the door. Doink. They then move forward. They almost hit someone else.",False,False,Intersection Stop Compliance,False,False,5,5,,False,5.0
5acbb9d9-77b9-4adb-bcd4-520dcb71a740.json,Trail Lift Works + Voxel - Deployment,2024-09-14T15:00:00Z,safety_use_cases,PIT speed monitoring (forklifts and yard trucks),Monitor vehicle speeding for forklifts inside and trucks outside to reduce high-severity incidents.,1,"So we do things like, is the forklift going too fast? Is the truck outside going too fast?",False,False,Forklift Speed Monitoring,False,False,5,4,,False,4.5
5acbb9d9-77b9-4adb-bcd4-520dcb71a740.json,Trail Lift Works + Voxel - Deployment,2024-09-14T15:00:00Z,safety_use_cases,PIT-to-pedestrian proximity alerts,Alert when a moving PIT comes within an unsafe distance of a pedestrian to reduce strike risks.,3,"So like I said, pit proximity, guys, we do pit to pedestrian and pit to pit. | The rule is basically there's a three-foot halo around the moving pit. | If they come within three feet of another person, it gets triggered.",False,False,PIT-Pedestrian Proximity Monitoring,False,False,5,5,,False,5.0
5acbb9d9-77b9-4adb-bcd4-520dcb71a740.json,Trail Lift Works + Voxel - Deployment,2024-09-14T15:00:00Z,safety_use_cases,PIT-to-PIT proximity and congestion detection,"Detect PIT-to-PIT near misses and collisions, identify congestion hot spots, and enable traffic pattern changes to lower risk.",2,"basically, guys, we have four pits trying to go through the same door. Doink, they actually hit each other. | Creating a circular travel pattern. Guess what happened overnight? Their pit-to-pit triggers from Voxel fell off a cliff.",False,False,PIT-to-PIT Proximity Monitoring,False,False,5,5,,False,5.0
5acbb9d9-77b9-4adb-bcd4-520dcb71a740.json,Trail Lift Works + Voxel - Deployment,2024-09-14T15:00:00Z,safety_use_cases,Ergonomics: overreaching detection,"Detect overreaching (e.g., tippy-toe stacking) to coach safer material handling and adjust stacking policies.",2,"Overreaching. This individual down here is going to get on their tippy toes, stacking a wood pallet. | if we just don't let them stack the wood pallets this high, let's see what happens. They're overreaching in this area, fell off a cliff.",False,False,Ergonomic Risk Detection,False,False,5,5,,False,5.0
5acbb9d9-77b9-4adb-bcd4-520dcb71a740.json,Trail Lift Works + Voxel - Deployment,2024-09-14T15:00:00Z,safety_use_cases,Ergonomics: improper bend detection,Identify improper bending during lifts to reduce musculoskeletal injuries.,1,"Improper bends, guys, same premise, just going the other direction.",False,False,Ergonomic Risk Detection,False,False,3,4,Evidence quote is very brief and lacks detail about the specific use case or context for bending detection during lifts.,False,3.5
5acbb9d9-77b9-4adb-bcd4-520dcb71a740.json,Trail Lift Works + Voxel - Deployment,2024-09-14T15:00:00Z,safety_use_cases,"Obstruction detection in exits, extinguishers, and walkways","Monitor for blocked emergency exits, fire extinguishers, pedestrian walkways, and items protruding over safety lines to prevent unsafe detours and egress hazards.",4,"Basically guys, I call it clutter detection, should something never be left somewhere. | We don't want an emergency exit blocked, and or the fire extinguisher. | We've used this a lot at Pioneer Market Group, like laser etched pedestrian walkways. We don't want product left in there, so then they veer out into the busy walkways. | They don't want stuff over too far over the yellow line. This individual came and left a pallet too far over the yellow line. It's now an obstruction in their freeway.",False,False,Obstruction and Egress Monitoring,False,False,5,5,,False,5.0
5acbb9d9-77b9-4adb-bcd4-520dcb71a740.json,Trail Lift Works + Voxel - Deployment,2024-09-14T15:00:00Z,safety_use_cases,No-pedestrian zone enforcement,Detect pedestrians in designated no-walk zones to reduce exposure to vehicle and equipment hazards.,1,"Area controls. Things like no pedestrian zones, obstructions. Should someone never be somewhere?",False,False,No-pedestrian zone enforcement,False,False,5,5,,False,5.0
5acbb9d9-77b9-4adb-bcd4-520dcb71a740.json,Trail Lift Works + Voxel - Deployment,2024-09-14T15:00:00Z,safety_use_cases,Data-driven hotspot analysis for safety risk,"Use ‘how often, when, and where’ analytics to pinpoint high-risk locations and times for targeted coaching or procedural changes.",3,"we take a data-driven approach here first and foremost... how often, when, and where these things are taking place. | over the last about a month, hundreds of no-stops approaching 50-60% are happening at Dr. 12. | now we're mapping over the last about a month, Thursday through Wednesday, all several hours of the day, when these no-stops are taking place.",False,False,Data-driven hotspot analysis for safety risk,False,False,5,5,,False,5.0
5acbb9d9-77b9-4adb-bcd4-520dcb71a740.json,Trail Lift Works + Voxel - Deployment,2024-09-14T15:00:00Z,safety_use_cases,Use clips for safety coaching and training,"Leverage captured clips to assign actions, coach individuals, and use examples in team training sessions.",1,"whether it's coaching, whether it's, hey, I want to use this in my next training session with the team, right?",False,False,Safety Video Coaching and Training,False,False,5,5,,False,5.0
5acbb9d9-77b9-4adb-bcd4-520dcb71a740.json,Trail Lift Works + Voxel - Deployment,2024-09-14T15:00:00Z,safety_use_cases,"Surface secondary hazards (e.g., working at heights without fall protection)",Identify additional safety hazards present in clips flagged for another issue to broaden corrective actions.,1,this came into Voxel for an improper bend. But it's probably worth addressing more than the fact that these two thought it was a good idea to send this individual eight feet up in the air with no safety harness.,False,False,Working at Heights Detection,False,False,5,5,,False,5.0
5acbb9d9-77b9-4adb-bcd4-520dcb71a740.json,Trail Lift Works + Voxel - Deployment,2024-09-14T15:00:00Z,nonsafety_use_cases,"Reduce property damage, equipment repair costs, and product shrink from PIT incidents",Use detection of no-stops and PIT collisions to reduce damage to doors and equipment and minimize product shrink.,2,"I may have property damage. The door might be broken. I may have equipment repair needed on the pit for hitting the door. | And if those two did hit each other, this product is now shrink on some level, right?",False,False,Product Damage and Shrink Reduction,False,False,5,3,Label categorized as 'nonsafety_use_cases' but reducing PIT collisions and equipment damage has clear safety implications,False,4.0
5acbb9d9-77b9-4adb-bcd4-520dcb71a740.json,Trail Lift Works + Voxel - Deployment,2024-09-14T15:00:00Z,nonsafety_use_cases,Accelerate incident investigations with timestamps,Use Voxel’s timestamps to quickly locate relevant footage in the VMS and avoid hours of manual video review.,3,"And that's when you go back to your camera system and spend a couple of hours of your life, maybe more, trying to figure out when the heck that mark got on your door. | we timestamp everything. | So, you know exactly where you're going.",False,False,Video Footage Retrieval,False,False,5,3,Label categorized as 'nonsafety_use_cases' but incident investigation is typically a safety-related activity in workplace contexts,False,4.0
5acbb9d9-77b9-4adb-bcd4-520dcb71a740.json,Trail Lift Works + Voxel - Deployment,2024-09-14T15:00:00Z,nonsafety_use_cases,Obstruction detection for Federal Safety Bureau compliance and fines avoidance,Monitor for blocked egress and fire extinguisher access to maintain compliance and avoid regulatory fines.,1,"We don't want an emergency exit blocked, and or the fire extinguisher. If Federal Safety Bureau was walking through this facility, that's a fine, right?",False,False,Obstruction Detection and Compliance,False,False,5,3,Label bucketed as 'nonsafety_use_cases' but obstruction detection for emergency exits and fire safety equipment is inherently a safety use case,False,4.0
3a43e278-01b9-4daf-9ee7-978f585cf978.json,(ext) Voxel | Falcon Point Fabrication (LP brief),2024-02-28T19:30:00Z,safety_use_cases,Working at heights hazard detection in mills,"Detect and surface unsafe elevated work behaviors such as climbing on machines/guards, going under machinery without proper controls, and stepping hazards around logs.",5,"But we've got some new use cases surrounding working at heights. | And so working at heights brings about a plethora of, I won't say notification, but incidents, near-miss incidents to us. | And what we have found with that working at heights, we have found people climbing on machines, on machine guards, climbing underneath machines while they're not locked out, tagged out, stepping where they could have broken an ankle on parts of these logs. | And like, there's a lot of working at elevated heights with the railings and everything, of course, right? | But they're up on scaffolding and watching these machines.",True,False,Working at Heights Detection,False,False,5,4,,False,4.5
3a43e278-01b9-4daf-9ee7-978f585cf978.json,(ext) Voxel | Falcon Point Fabrication (LP brief),2024-02-28T19:30:00Z,safety_use_cases,LOTO compliance and jam-clearing risk monitoring,Monitor and prevent workers from intervening in jammed machinery without proper energy isolation to avoid catastrophic injuries.,5,"climbing underneath machines while they're not locked out, tagged out | Yeah, the problem comes in when something jams. | Then it's like, do I quick get up there and yank that board out of there? | Or do I go through the whole, you know, energy isolation process? | And that's where we've been able to show a lot of value around preventing those catastrophic injuries within this specific industry as well.",True,False,Lockout/Tagout Compliance Monitoring,False,False,5,5,,False,5.0
3a43e278-01b9-4daf-9ee7-978f585cf978.json,(ext) Voxel | Falcon Point Fabrication (LP brief),2024-02-28T19:30:00Z,safety_use_cases,SIF/CIF precursor and serious-risk detection,Identify serious injury and fatality-related precursors and potential injuries early to enable prevention.,1,"And within the first about a month of turning our solution on there, we found over, I think it was six CIF-related and like potential injuries that were preventable with the Voxel solution.",True,False,Incident Severity Scoring and Prioritization,False,False,5,5,,False,5.0
3a43e278-01b9-4daf-9ee7-978f585cf978.json,(ext) Voxel | Falcon Point Fabrication (LP brief),2024-02-28T19:30:00Z,safety_use_cases,Leading indicator and behavior change tracking,Track reductions in leading indicators of risk and observe modified worker behaviors to quantify safety culture improvements.,1,"The leading indicators of risk or being able to witness modified behaviors, you know, seeing that workers are now choosing to do something more safely by utilizing tools that are available to them to, you know, reduce risk is really powerful.",True,False,Impact Measurement and Trend Analysis,False,False,5,5,,False,5.0
3a43e278-01b9-4daf-9ee7-978f585cf978.json,(ext) Voxel | Falcon Point Fabrication (LP brief),2024-02-28T19:30:00Z,safety_use_cases,Machine shutdown use case (safety),Discuss a possible machine shutdown workflow with safety as the main priority.,2,"However, safety is our main priority. | A machine shutdown workflow is one example of an area we may explore.",True,False,Machine Shutdown Use Case,True,False,3,3,"Evidence shows safety priority and mentions machine shutdown as a possible exploration area, but does not confirm an actual discussion of a workflow took place.",False,3.0
3a43e278-01b9-4daf-9ee7-978f585cf978.json,(ext) Voxel | Falcon Point Fabrication (LP brief),2024-02-28T19:30:00Z,nonsafety_use_cases,Operational productivity and safety program efficiency gains,"Improve operational productivity by reducing lost time and identify efficiency gains in administering safety programs, correlating pre- and post-implementation costs.",6,"From an operational standpoint, you know, over time we can certainly prove out productivity gains. | Generally those are, you know, more related to workers being at work and not actually being out, you know, due to suffering a lost time injury. | But also we can generally identify savings around kind of like the efficiency gains associated with managing safety. | we're often able to, you know, correlate what the cost of that program was to administer in a pre and a post-Voxel state. | how can they be more efficient? | How can they be more productive?",True,False,Warehouse Productivity Optimization,False,False,5,3,"Label should be bucketed as 'safety_use_cases' since productivity gains derive from reducing lost time injuries, a safety outcome",False,4.0
3a43e278-01b9-4daf-9ee7-978f585cf978.json,(ext) Voxel | Falcon Point Fabrication (LP brief),2024-02-28T19:30:00Z,nonsafety_use_cases,Machine shutdown use case (operations),Discuss a possible machine shutdown workflow to support operational objectives.,3,"A machine shutdown workflow is one example of an area we may explore. | But at the end of the day, the operation really has to buy into the solution to make it work. | And so we've really found some key use cases for the operation that has really got their interest.",True,False,Equipment Shutdown Detection,False,False,2,3,Evidence only vaguely mentions machine shutdown as 'one example' without details; quotes mainly discuss operational buy-in generically rather than proving this specific use case,False,2.5
edc1276d-8486-4554-b8e5-0dfd4ffc3882.json,Kelsey Everett Technical Deep Dive - Voxel AI,2022-12-05T20:00:00Z,safety_use_cases,Working at heights detection,"POC focus on detecting and alerting for working-at-heights activities/violations, with tuned clip durations and appropriate camera placement.",3,"And the POC is mostly working at heights, so I think we should be hyper-specific for our before and after there. | know that Aaron's told me previously that the scope for the POC is just working at heights, | It's primarily working at height, so there's some nuance to the placement of those cameras in terms of, you know, what you want to look at and what angle you want to look at things so that you can, you know, have the most accurate, you know, and most precise experience possible.",False,False,Working at Heights Detection,False,False,5,5,,False,5.0
edc1276d-8486-4554-b8e5-0dfd4ffc3882.json,Kelsey Everett Technical Deep Dive - Voxel AI,2022-12-05T20:00:00Z,safety_use_cases,Forklift–pedestrian near-miss detection,Monitor forklift safety to detect and review near misses between forklifts and pedestrians; enable this incident type on selected cameras during the POC.,2,"one of the videos you guys sent as part of the RFP process, was the forklift pedestrian near misses, we're happy to kind of enable those so you can see it. | Our software kind of comes with all of our use cases, like forklift safety and ergonomics.",False,False,PIT-Pedestrian Proximity Monitoring,False,False,5,5,,False,5.0
edc1276d-8486-4554-b8e5-0dfd4ffc3882.json,Kelsey Everett Technical Deep Dive - Voxel AI,2022-12-05T20:00:00Z,safety_use_cases,No‑pedestrian zone intrusion,"Detect when people enter designated no‑pedestrian zones (e.g., around rollers), with configurable duration thresholds.",2,"we say, hey, this region, the camera, nobody's supposed to be walking in it. So it's called the no-ped zone. | Usually it's like, hey, a noped zone is a very specific, very prescriptive one, like rollers or something.",False,False,No‑pedestrian zone intrusion,False,False,5,4,,False,4.5
edc1276d-8486-4554-b8e5-0dfd4ffc3882.json,Kelsey Everett Technical Deep Dive - Voxel AI,2022-12-05T20:00:00Z,safety_use_cases,Obstruction/blocking pathway detection,Identify when pathways are blocked and measure how long obstructions persist to support clearance and egress safety.,1,"Some of the longer videos that we see are routinely around obstructions because you not only want to track and identify that something is blocking a pathway, but maybe how long it's been.",False,False,Obstruction and Egress Monitoring,False,False,5,5,,False,5.0
